NOM_DE_LA_FeTE_OU_MANIFESTATION;CATeGORIE_DE_LA_FeTE_OU_MANIFESTATION;ADRESSE1;ADRESSE1SUITE;Adresse_partie2;Adresse_partie3;CODE_POSTAL;COMMUNE_DE_LA_FÃŠTE_OU_MANIFESTATION;BUREAU_DISTRIBUTEUR_ADRESSE_POSTALE;CEDEX;CODE_INSEE_DE_LA_COMMUNE;LATITUDE;LONGITUDE;POINT_ACCÃˆS_NOM_DISTANCE_EN_KM;N_TeLePHONE_FIXE;N_TeLePHONE_MOBILE;N_FAX;ADRESSE_EMAIL;URL_WEB;TYPE_DE_PLATEFORME_URL;URL_POUR_ACCeDER_Ã€_LA_VIDeO;PUBLIC_CONCERNe_PAR_OFFRE;WIDGET_TRIPADVISOR;CODE_EMBED_POUR_INTeGRER_UNE_VIDeO;PeRIODICITe_DE_LA_MANIFESTATION;PReCISION_SUR_LA_PeRIODICITe;LABEL_TOURISME_HANDICAP;DUReE_DE_VISITE_POUR_LES_INDIVIDUELS;VISITES_LIBRES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_INDIVIDUELS_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_SUR_DEMANDE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;VISITES_GUIDeES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON2;DUReE_DE_VISITE_POUR_LES_GROUPES;VISITES_PeDAGOGIQUES_PROPOSeES_AUX_GROUPES_EN_PERMANENCE_OUI_NON;LANGUES_PARLeES;LANGUES_DES_AUDIO_GUIDES;HORAIRES_OUVERTURES;TARIFS_ANNeE_EN_COURS_PROPOSeS;TARIF_GRATUIT;MOYENS_DE_ReSERVATION_DIRECTE;CENTRALE_DE_ReSERVATION_EN_LIGNE;MOYENS_DE_ReSERVATION_EN_LIGNE;MODES_DE_PAIEMENT_ACCEPTeS;LOCALISATION;DEPARTEMENT
INSTABLE ~ LES HOMMES PENCHÉS;Spectacle;Rue de la Piscine;;;;72300;PRECIGNE;;;72244;47.76934;-0.32558;;02 43 62 22 22;;;billetterie@lentracte-sable.fr;www.lentracte-sable.fr;;;;;;;;;;;;;;;;;;;;15/05/2022||15/05/2022||17:00||||||;;oui;;;;;47.76934,-0.32558;Sarthe
JEU DE PISTE ZOO DE PESCHERAY;Sortie nature / environnement;Domaine de Pescheray;;;;72370;LE BREIL-SUR-MERIZE;;;72046;47.993813;0.50155516;;02 43 89 86 04;;;info@pescheray.com;www.pescheray.com;;;;;;Ponctuel;;;3h00;oui;;;;;;;;;;10/04/2022||08/05/2022||10:00||19:00||||Fermeture des caisses à 17h00;;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;47.993813,0.50155516;Sarthe
JOURNÉE DU PATRIMOINE DE PAYS ET DES MOULINS - MOULIN DE MONTCHÉNOU;Manifestation Nationale;;;;;72310;VANCE;;;72368;47.8302394;0.64659392;;;06 08 46 88 45;;;;;;;;;Ponctuel;;;;;;;;;;;;;;26/06/2022||26/06/2022||||||||;;;;;;;47.8302394,0.64659392;Sarthe
JOURNÉE DU PATRIMOINE DE PAYS ET JOURNÉE DES MOULINS, ÉDITION 2022;Manifestation Nationale;;;;;72120;SAINT-CALAIS;;;72269;47.9203727;0.74312925;;02 43 35 82 95;;;;;;;;;;Ponctuel;;;;;;;;;;;;Français;;25/06/2022||25/06/2022||||||||;Tarif indiv. adulte||25,00||||;non;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.9203727,0.74312925;Sarthe
JOURNÉE RÉTRO;Fêtes populaires;;salle du temps libre;;;72210;LOUPLANDE;;;72169;47.94437;0.04677;;;620960571;;;;;;;;;;;;;;;;;;;;;;;30/04/2022||30/04/2022||10:00||00:00||||;Tarif indiv. adulte||5,00||5,00||,Tarif indiv. enfant||0,00||5,00||Gratuit moins de 6 ans;;;;;;47.94437,0.04677;Sarthe
JOURNÉES DU PATRIMOINE DE PAYS ET DES MOULINS - HALLES DE BONNÉTABLE;Manifestation Nationale;;Ecole de Musique et de Danse;Place d'Armes;;72110;BONNETABLE;;;72039;48.1796705;0.42426271;;02 43 97 60 63;;;;;;;;;;;;;;;;;;;;;;Français;;25/06/2022||25/06/2022||14:00||18:00||||;;oui;;;;;48.1796705,0.42426271;Sarthe
JOURNÉES EUROPÉENNES DU PATRIMOINE - MANOIR DE NUYET ET ÉGLISE;Manifestation Nationale;;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.0906675;0.28360535;;02 43 27 50 28;;;;;;;;;;;;;;;;;;;;;;;;17/09/2022||18/09/2022||10:00||18:00||||;;;;;;;48.0906675,0.28360535;Sarthe
KAZ HAWKINS MEMORIES OF ETTA JAMES;Spectacle;Centre Culturel Athéna;Place Général de Gaulle;;;72400;LA FERTE-BERNARD;;;72132;48.1827368;0.64963181;;02 43 71 46 46;;;;;;;;;;;;;;;;;;;;;;;;28/04/2022||28/04/2022||20:00||21:30||||;;non;;;;;48.1827368,0.64963181;Sarthe
L'ART EN MILIEU RURAL;Stages-Atelier-Jeux;MFR la Gautelière;;;;72160;THORIGNE-SUR-DUE;;;72358;48.0393649;0.534272;;;06.84.30.90.35;;;;;;;;;;;;;;;;;;;;;;;23/05/2022||27/05/2022||09:00||15:00||||;;oui;;;;;48.0393649,0.534272;Sarthe
LA BONN'RANDO;Randonnée;;jardin public face au château;;;72110;BONNETABLE;;;72039;48.17718;0.42701905;;;;;;;Facebook||https://www.facebook.com/Apebonnetable/;;;;;Annuel;;;;;;;;;;;;;;01/05/2022||01/05/2022||||||||;;non;;;;;48.17718,0.42701905;Sarthe
LA FIÈVRE DU SAMEDI MATIN;Concert;;La Fonderie;2 Rue de la Fonderie;;72000;LE MANS;;;72181;48.0068349;0.1884253;;;;;;https://www.lafonderie.fr;;;;;;Ponctuel;;;;;;;;;;;;;;07/05/2022||07/05/2022||11:00||||||;Tarif indiv. adulte||||||5 euros;non;;;;Chèques bancaires et postaux,Espèces;48.0068349,0.1884253;Sarthe
LA PRISONNIÈRE DU DÉSERT;Conférence;;Auditorium;2 rue Claude-Blondeau;Musée Jean-Claude-Boulard-Carré Plantagenêt;72000;LE MANS;;;72181;48.0069739;0.1978573;;02 43 47 36 55;;;;https://en.wikipedia.org/wiki/The_Searchers;;;;;;;;;;;;;;;;;;;;11/12/2033||11/12/2033||20:15||23:30||||;Tarif indiv. adulte||||||Gratuit pour les moins de 18 ans;;;;;;48.0069739,0.1978573;Sarthe
LA RONDE DES ALPES MANCELLES;Manifestation sportive;;;;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3520639;-0.077065;;;;;;;Facebook||https://www.facebook.com/alpesmancellesatheltisme/;;;;;Annuel;;;;;;;;;;;;;;03/07/2022||03/07/2022||09:30||||||;Tarif indiv. adulte||6,70||16,00||Course enfants gratuite;non;;oui;||https://www.klikego.com/inscription/la-ronde-des-alpes-mancelles-2022/course-a-pied-running/1508793886813-9||||||;;48.3520639,-0.077065;Sarthe
LE DISCO DES OISEAUX ~ MOSAI & MIKAEL;Spectacle;Salle Théophile Plé;Rue Théophile Plé;;;72300;SABLE-SUR-SARTHE;;;72264;47.83792;-0.33031;;02 43 62 22 22;;;billetterie@lentracte-sable.fr;www.lentracte-sable.fr;;;;;;;;;;;;;;;;;;;;04/05/2022||04/05/2022||15:00||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.83792,-0.33031;Sarthe
LE PÔLE EUROPÉEN DU CHEVAL;Visites et sorties à thèmes;;Boulerie Jump;route de Feumousson;;72530;YVRE-L'EVEQUE;;;72386;48.0453509;0.300878;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;Français;;04/06/2022||04/06/2022||15:00||||||;"Tarif indiv. adulte||4,00||6,00||Réduit : enfants de 6 à 12 ans, étudiants demandeurs d'emploi, personnes handicapées, adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0453509,0.300878;Sarthe
LE PÔLE EUROPÉEN DU CHEVAL;Visites et sorties à thèmes;;Boulerie Jump;route de Feumusson;;72000;LE MANS;;;72181;48.0453509;0.300878;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;Français;;04/06/2022||04/06/2022||15:00||||||;"Tarif indiv. adulte||4,00||6,00||réduit : enfants de 6 à 12 ans, étudiants demandeurs d'emploi, personnes handicapées, adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0453509,0.300878;Sarthe
LE ROMAN DE MONSIEUR DE MOLIERE;Théâtre;Halles Denis Béalet;;;;72400;LA FERTE-BERNARD;;;72132;48.1850116;0.65362294;;06 15 68 32 08;;;;;;;;;;;;;;;;;;;;;;;;27/10/2022||30/10/2022||||||||;;;;;;;48.1850116,0.65362294;Sarthe
LES 3 JOURS - FOIRE EXPOSITION;Foire ou salon;Place Général de Gaulle;;;;72400;LA FERTE-BERNARD;;;72132;48.1841027;0.64812549;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;02/09/2022||05/09/2022||||||||;;oui;;;;;48.1841027,0.64812549;Sarthe
LES AUTOMNALES DE PEINTURES;Exposition;;Salle Mélusine;rue Twistringen;;72110;BONNETABLE;;;72039;48.1854283;0.42745403;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;12/11/2022||13/11/2022||10:00||18:00||||;;oui;;;;;48.1854283,0.42745403;Sarthe
LES BEAUX DIMANCHES APRÈS-MIDIS : JIVE ME;Concert;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3600783;-0.0776124;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;17/07/2022||17/07/2022||16:30||||||;;oui;;;;;48.3600783,-0.0776124;Sarthe
LES BEAUX DIMANCHES APRÈS-MIDIS : LES SALES GOSSES;Concert;;;Lieu-dit Domaine du Gasseau;;72130;SAINT-LEONARD-DES-BOIS;;;72294;48.3600783;-0.0776124;;02 43 34 34 44;;;legasseau@cchautesarthealpesmancelles.fr;https://www.cchautesarthealpesmancelles.fr/tourisme/gasseau/;Facebook||https://www.facebook.com/Gasseau72/;;;;;Ponctuel;;;;;;;;;;;;;;31/07/2022||31/07/2022||16:30||||||;;oui;;;;;48.3600783,-0.0776124;Sarthe
LES HISTOIRES DE DOMIDO;Contes et lectures;;Médiathèque Louise Michel;60 Avenue Charles de Gaulle;;72700;ALLONNES;;;72003;47.9680551;0.16057567;;02 43 80 52 07;;;;;;;;;;Mensuel;;;;;;;;;;;;Français;;14/05/2022||14/05/2022||11:00||12:00||||;;oui;;;;;47.9680551,0.16057567;Sarthe
LES JEUDIS DE L'ÉTÉ;Spectacle;Place du Général de Gaulle;;;;72400;LA FERTE-BERNARD;;;72132;48.185934;0.655979;;02 43 60 72 72;;;;;;;;;;;;;;;;;;;;;;;;14/07/2022||14/07/2022||||||||;;;;;;;48.185934,0.655979;Sarthe
LES RESCAPÉS DES FABULETTES;Concert;;MLC Les Saulnières;257 Avenue Rhin et Danube;;72000;LE MANS;;;72181;48.0198581;0.18234691;;243473862;;;;;;;;;;;;;;;;;;;;;;;;03/05/2022||03/05/2022||19:00||||||;;oui;;;;;48.0198581,0.18234691;Sarthe
LOUNIS AÏT MENGUELLET;Concert;;Palais des Congrès;rue d'Arcole;;72000;LE MANS;;;72181;48.0017463;0.192373;Transport en commun||Bus setram : 8 , 11 , 18||;;06 04 42 60 90;;;https://www.helloasso.com/associations/tiwizi/evenements/ lounis-ait-menguellet-2022;;https://youtu.be/5jqZhOT335c;;;;;;;;;;;;;;;;;;04/06/2022||04/06/2022||20:30||23:30||20:00||;Tarif indiv. adulte||||||Prévente,Tarif indiv. enfant||||||Enfant 6 - 12 ans,Tarif indiv. adulte||||||SUR PLACE;non;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0017463,0.192373;Sarthe
L’ENCEINTE CACHÉE ET SECRÈTE EN VISITE FLASH 45 MN;Visites et sorties à thèmes;;Musée JC Boulard - Carré Plantagenêt;2 rue d'Arcole;;72000;LE MANS;;;72181;48.0007078;0.1919565;;02 43 47 40 30;;;;;;;;;;;;;;;;oui;;;;;;;;29/05/2022||29/05/2022||15:00||||||;"Tarif indiv. adulte||2,00||3,00||réduit : enfants de 6 à 12 ans, étudiants ;demandeurs d'emploi, personnes handicapées, ;adhérents partenaire ;exonéré : enfants moins de 6 ans , journalistes et ;guides conférenciers sur justificatif.";;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;48.0007078,0.1919565;Sarthe
M.A.I.S.O.N;Cirque;Les Quinconces et L'Espal;L'Espal;60 rue de l'Esterel;;72000;LE MANS;;;72181;47.995232;0.2327775;;02 43 50 21 50;;;;https://www.quinconces-espal.com/la-saison/maison;;;;;;;;;;;;;;;;;;;;04/05/2022||04/05/2022||19:00||20:00||||;;non;;;;;47.995232,0.2327775;Sarthe
MANS'ART;Festival;1 place Saint-Michel;Cité Plantagenêt;;;72000;LE MANS;;;72181;48.0084221;0.1969022;;02 43 47 40 30;;;maryse.bobineau@lemans.fr;http://www.lesjourneesmansart.com;Facebook||https://www.facebook.com/associationmansart/;;;;;Annuel;;;;oui;non;oui;oui;oui;oui;90 mn;;Français;;14/05/2022||15/05/2022||10:00||18:00||||;;oui;;;;;48.0084221,0.1969022;Sarthe
MARATON PHOTO OI72 2022;Visites et sorties à thèmes;;;4 Avenue Greco;;72100;LE MANS;;;72181;47.97476;0.21331;Transport en commun||Station de tram arrêt Centre Sud||;;06 82 67 46 67;;objectif.image.72@gmail.com;http://oi72.fr/;Instagram||https://www.instagram.com/oi_sarthe/,Facebook||https://www.facebook.com/objectif.image.sarthe/;;;;;Annuel;;;;non;non;non;non;non;non;;non;;;07/05/2022||07/05/2022||09:15||18:00||||;Tarif indiv. adulte||3,00||5,00||Possibilité de payer en espèces,Tarif indiv. enfant||0,00||0,00||< ou = à 16 ans;non;;;;;47.97476,0.21331;Sarthe
MARCHÉ ARTISANAL;Marché;Cour du Logis;;;;72320;SAINT-MAIXENT;;;72296;48.089987;0.651629;;02 43 93 73 87;;;;;;;;;;;;;;;;;;;;;;;;13/11/2022||13/11/2022||10:00||17:00||||;;;;;;;48.089987,0.651629;Sarthe
MARCHÉ D'HIER ET D'AUJOURD'HUI;Marché;Stade du Landon;;;;72370;LE BREIL-SUR-MERIZE;;;72046;48.0087282;0.47549881;;02 43 76 91 51;;;;;;;;;;;;;;;;;;;;;;;;29/05/2022||29/05/2022||||||||;;;;;;;48.0087282,0.47549881;Sarthe
MARCHÉ DE LA CITÉ DES PINS - LE MANS;Marché;;;Cité des Pins, Avenue Félix Geneslay;;72100;LE MANS;;;72181;47.9700844;0.2043482;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;47.9700844,0.2043482;Sarthe
MARCHÉ DE NOËL;Manifestation Nationale;Gymnase;;;;72390;DOLLON;;;72118;48.0387437;0.5917076;;;06 09 70 89 41;;;;;;;;;;;;;;;;;;;;;;;27/11/2022||27/11/2022||08:30||18:00||||;;;;;;;48.0387437,0.5917076;Sarthe
MARCHÉ DE NOËL;Animations de Noël;;salle polyvalente;;;72110;BEAUFAY;;;72026;48.1457929;0.3612598;;;;;;;;;;;;Annuel;;;;;;;;;;;;;;27/11/2022||27/11/2022||||||||;;;;;;;48.1457929,0.3612598;Sarthe
MARCHÉ DE PRODUCTEURS;Marché;;;;;72450;LOMBRON;;;72165;48.080236;0.416376;;;06 09 33 53 13;;;;;;;;;;;;;;;;;;;;;;;15/05/2022||15/05/2022||10:00||18:00||||;;;;;;;48.080236,0.416376;Sarthe
MARCHÉ DES ARDRIERS - LE MANS;Marché;;;Rue du Happeau;;72000;LE MANS;;;72181;48.0075911;0.17332529;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2020||31/12/2022||||||||;;oui;;;;;48.0075911,0.17332529;Sarthe
MARCHÉ DU PÂTIS SAINT-LAZARE - LE MANS;Marché;;;Place du Pâtis Saint-Lazare;;72000;LE MANS;;;72181;48.0000404;0.18205926;;;;;;;;;;;;Hebdomadaire;;;;;;;;;;;;;;01/01/2017||31/12/2022||||||||;;oui;;;;;48.0000404,0.18205926;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Médiathèque Sud;Boulevard Jean-Sébastien Bach;;72100;LE MANS;;;72181;47.97055;0.20925;;;;;;;;;;;;;;;;;;;;;;;;;;07/05/2022||07/05/2022||15:30||||||;;oui;;;;;47.97055,0.20925;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Maison de quartier Pierre-Guedou;13 Impasse Floréal;;72100;LE MANS;;;72181;47.98836;0.19561;;;;;;;;;;;;;;;;;;;;;;;;;;04/05/2022||04/05/2022||15:00||||||;;oui;;;;;47.98836,0.19561;Sarthe
MOTS POUR MÔMES;Contes et lectures;;Médiathèque Louis-Aragon;54 Rue du Port;;72000;LE MANS;;;72181;48.00272;0.19322;;;;;;;;;;;;;;;;;;;;;;;;;;30/04/2022||30/04/2022||15:30||||||;;oui;;;;;48.00272,0.19322;Sarthe
NUIT DES ETOILES;Visites et sorties à thèmes;;Grande Plaine du Verger;Le Verger, Arche de la Nature;;72000;LE MANS;;;72181;47.9895037;0.24739935;;02 43 47 40 00;;;archedelanature@lemans.fr;http://www.arche-nature.fr/;Facebook||https://www.facebook.com/archedelanature;;;;;Ponctuel;Grande plaine du Verger, à partir de 21h;;;oui;non;non;non;oui;non;;non;Français;;05/08/2022||05/08/2022||21:00||||||;;oui;;;;;47.9895037,0.24739935;Sarthe
NUIT EUROPÉENNE DES MUSÉES AU MUSÉE DE TESSÉ;Visites et sorties à thèmes;;Musée de Tessé;2 Avenue de Paderborn;;72000;LE MANS;;;72181;48.01082;0.20417;;;02 43 47 38 51;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans,Instagram||https://www.instagram.com/museesdumans/,Instagram||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;14/05/2022||14/05/2022||18:00||00:00||||;;oui;;;;;48.01082,0.20417;Sarthe
OLDELAF EN CONCERT;Concert;;Salle Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3470677;0.36413262;;02 43 97 60 63;;;contact@tourisme-maine-saosnois.com;;;;;;;;;;;;;;;;;;;;;03/06/2022||03/06/2022||20:30||22:30||||;Tarif indiv. adulte||24,00||24,00||Place assise,Tarif indiv. réduit||12,00||12,00||Pour les scolaires, étudiants, et carte de réduction Saison Culturelle,Tarif indiv. enfant||0,00||0,00||Gratuit pour les moins de 12 ans,Tarif indiv. adulte||9,60||19,20||Place debout;;Office de Tourisme Maine Saosnois||02 43 97 60 63||;;;;48.3470677,0.36413262;Sarthe
QUÊTE - LES JARDINS DE L'ABBAYE;Stages-Atelier-Jeux;;Abbaye Royale de l'Epau;Route de Changé;;72530;YVRE L'EVEQUE;;;72181;47.9839581;0.2506153;Transport en commun||||,Route (nationale/départ.)||||,Autoroute||||,Gare SNCF||||;02 43 84 22 29;;;eapu.accueil@sarthe.fr;http://epau.sarthe.fr/nos-offres-pour-la-famille;;;;;;;;;;;;;;;;;;;;17/08/2022||17/08/2022||11:00||18:30||En autonomie||;Tarif indiv. adulte||5,50||||,Tarif indiv. enfant||3,00||||10-17 ans,Tarif indiv. enfant||2,00||||- 10 ans;non;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.9839581,0.2506153;Sarthe
R'HUNAUDIÈRES;Exposition;;Salle polyvalente;Allée des sports;;72230;RUAUDIN;;;72260;47.94377;0.26369999;;02 43 75 75 75;;;;;Facebook||https://www.facebook.com/Les-RHunaudi%C3%A8res-918096274899495/;;;;;;;;;;;;;;;;;;;07/06/2022||07/06/2022||16:00||23:00||||;;oui;;;;;47.94377,0.26369999;Sarthe
RANDO'DEJ;Randonnée;Place de l'église à Evaillé;;;;72120;VAL D'ETANGSON;;;72128;47.8955946;0.65621355;;02 43 35 82 95;;;;;;;;;;;;;;;;;;;;;;;;19/07/2022||19/07/2022||09:30||||||;Tarif indiv. adulte||18,00||||;non;;;;Chèques bancaires et postaux,Espèces;47.8955946,0.65621355;Sarthe
RANDONNÉE ET SOIRÉE ENTRECÔTES;Randonnée;;;;;72390;LE LUART;;;72172;48.06978;0.58709;;06 30 12 68 25;;;;;;;;;;;;;;;;;;;;;;;;09/07/2022||09/07/2022||||||||;;;;;;;48.06978,0.58709;Sarthe
RAPIDE D'ECHECS DE LA FERTÉ-BERNARD;Manifestation sportive;Halles Denis Béalet;;;;72400;LA FERTE-BERNARD;;;72132;48.1836446;0.64839243;;06 21 14 08 82;;;;;;;;;;;;;;;;;;;;;;;;22/05/2022||22/05/2022||10:00||17:00||||;;;;;;;48.1836446,0.64839243;Sarthe
RENDEZ-VOUS À LA FERME;Visites et sorties à thèmes;RDV place de l'église à 14h15;;;;72120;ECORPAIN;;;72125;47.9372283;0.66252913;;02 43 35 82 95;;;;;;;;;;;;;;;;;;;;;;;;16/07/2022||16/07/2022||14:15||||||;Tarif indiv. adulte||10,00||||;;;;;Chèques bancaires et postaux,Espèces;47.9372283,0.66252913;Sarthe
RENDEZ-VOUS À LA FERME;Visites et sorties à thèmes;;;Lieu-dit Beaulieu;;72320;VIBRAYE;;;72373;48.0265;0.75607;;02 43 35 82 95;;;;;;;;;;;;;;;;;;;;;;;;27/08/2022||27/08/2022||14:30||||||;Tarif indiv. adulte||5,00||||;;;;;Chèques bancaires et postaux,Espèces;48.0265,0.75607;Sarthe
ROLAND MAGDANE;Spectacle;;Palais des Congrès et de la Culture;Rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;;;;;;;;Ponctuel;;;;;;;;;;;;;;22/10/2022||22/10/2022||20:00||||||;Tarif indiv. adulte||||||Cat.1: 43€ / CE 40€/ Cat.2: 39€;non;;oui;||https://www.lemans-evenements.fr/||||||;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.0007657,0.19202859;Sarthe
SALON DES ASSOCIATIONS SPORTIVES;Manifestation sportive;Gymnase Olympe;;;;72400;LA FERTE-BERNARD;;;72132;48.1828727;0.64812978;;02 43 71 31 92;;;;;;;;;;;;;;;;;;;;;;;;03/09/2022||04/09/2022||||||||;;;;;;;48.1828727,0.64812978;Sarthe
SOIRÉE JEUX DE SOCIÉTÉ;Stages-Atelier-Jeux;Centre Maurice Loiseau;;;;72400;LA FERTE-BERNARD;;;72132;48.1836267;0.64834952;;06 77 76 92 84;;;;;;;;;;;;;;;;;;;;;;;;22/09/2022||22/09/2022||20:00||23:00||||;;;;;;;48.1836267,0.64834952;Sarthe
SPECTACLE CONTÉ AU MUSÉE DE TESSÉ: RENDEZ-VOUS CONTES EN TERRES LOINTAINES;Spectacle;;;2 Avenue de Paderborn;Musée de Tessé;72000;LE MANS;;;72181;48.01082;0.20417;;02 43 47 38 51;;;musees@lemans.fr;www.lemans.fr/musees;Facebook||https://www.facebook.com/museesdumans,Instagram||https://www.instagram.com/museesdumans/,Twitter||https://twitter.com/musees_lemans?lang=fr;;;;;Ponctuel;;;;;;;;;;;;Français;;05/06/2022||05/06/2022||15:00||||||,05/06/2022||05/06/2022||11:00||||||;Tarif indiv. adulte||6,00||6,00||Gratuit : moins de 18 ans, étudiants, demandeurs d’emploi;non;;;;;48.01082,0.20417;Sarthe
SPECTACLE DE DANSES CLASSIQUE ET CONTEMPORAINE;Danse (spectacle);Salle Athéna, avenue Général de Gaulle;;;;72400;LA FERTE-BERNARD;;;72132;48.1830187;0.64965843;;02 43 93 67 92;;;;;;;;;;;;;;;;;;;;;;;;25/06/2022||25/06/2022||20:00||||||;;;;;;;48.1830187,0.64965843;Sarthe
SPECTACLE JEUNE PUBLIC;Spectacle;Quai des arts;;;;72320;VIBRAYE;;;72373;48.0644343;0.72776176;;02 43 93 60 27;;;;;;;;;;;;;;;;;;;;;;;;02/11/2022||02/11/2022||15:00||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances;48.0644343,0.72776176;Sarthe
THOMAS VDB S'ACCLIMATE;Spectacle;Espace Madeleine Marie;Rue Saint-Denis;;;72300;SABLE-SUR-SARTHE;;;72264;47.83956;-0.34297;;02 43 62 22 22;;;billetterie@lentracte-sable.fr;www.lentracte-sable.fr;;;;;;;;;;;;;;;;;;;;06/05/2022||06/05/2022||20:30||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Chèques Vacances,Espèces;47.83956,-0.34297;Sarthe
TOURNOI DE RUGBY À 5;Manifestation sportive;;Stade Delaune;15 Avenue René Laënnec;;72000;LE MANS;;;72181;48.0175;0.16201;Route (nationale/départ.)||||;;;;rugbyclubdumans@orange.fr;;Facebook||https://www.facebook.com/events/989570178636571/?ref=newsfeed;;;;;;;;;oui;;;;oui;;;;;;01/05/2022||01/05/2022||09:00||17:00||||;Tarif indiv. adulte||5,00||||Le tarif de 5€ comprend : l'inscription par personne au tournoi + le repas du midi.;;;;;;48.0175,0.16201;Sarthe
TWO MEN SHOW ET SI C'ÉTAIT VRAI LES APOLLONS;Spectacle;;;Rue Léoplod Gouloumés;;72470;CHAMPAGNE;;;72054;48.02214;0.33166;Autoroute||||;02 43 50 90 93;;;valerie.valienne@ville-champagne.fr;;;;;;;;;;;;;;;;;;;;;06/05/2022||06/05/2022||20:30||||||;Tarif indiv. adulte||-8,00||10,00||Prévente 8€ / Sur place 10€ /Moins de 15 ans 3€;;;;;Chèques bancaires et postaux,Espèces;48.02214,0.33166;Sarthe
TÉLÉTHON;Manifestation Nationale;école;;;;72440;TRESSON;;;72361;47.9024607;0.57448869;;;06 17 48 40 01;;faitesatresson@gmail.com;;;;;;;;;;;;;;;;;;;;;04/12/2022||04/12/2022||09:00||||||;;;;;;;47.9024607,0.57448869;Sarthe
TÊTES RAIDES;Concert;;L'Oasis;1 Avenue du Parc des Expositions;;72100;LE MANS;;;72181;47.95973;0.20599;;;;;hello@superforma.fr;https://superforma.fr/agenda/tetes-raides;Facebook||https://www.facebook.com/hellosuperforma;https://youtu.be/KHbTKUz0jkY;;;;Ponctuel;;;;;;;;;;;;;;27/04/2022||27/04/2022||20:00||23:00||||;Tarif indiv. adulte||25,00||||31;non;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.95973,0.20599;Sarthe
VENTE DE SECOND CHOIX;;;;16 Rue Carnot;;72270;MALICORNE-SUR-SARTHE;;;72179;47.81403;-0.08815;Autoroute||||15,Gare SNCF||Sablé ||20;243948010;;;boutique@malicorne.com;;Facebook||https://www.facebook.com/bourgjolymalicorne/,Instagram||https://www.instagram.com/bourg_joly_malicorne/;;;;;;;;;;;;;;;;;;;04/06/2022||06/06/2022||10:00||18:00||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.81403,-0.08815;Sarthe
VIDE GRENIER;Brocantes & vide-greniers;Centre bourg;;;;72440;TRESSON;;;72361;47.903517;0.57223578;;;06 17 48 40 01;;faitesatresson@gmail.com;;;;;;;;;;;;;;;;;;;;;11/09/2022||11/09/2022||07:00||||||;;;;;;;47.903517,0.57223578;Sarthe
